To Date,Battery (%),R. Humidity (%),Light (Lux),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³ ),PM₁ (µg/m³ ),PM₁₀₀ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s)
29-05-2022 02:00,25.00,45.96,3.33,32.48,58.78,12.94,74.88,17.40,0.02,264.87,1.23
29-05-2022 03:00,22.33,46.50,2.67,55.82,127.49,20.44,178.13,17.07,0.02,179.69,1.00
29-05-2022 04:00,21.17,47.63,4.00,45.65,90.92,19.68,123.81,16.45,0.02,231.88,1.05
29-05-2022 05:00,18.83,46.96,0.67,30.27,56.56,11.21,74.47,16.30,0.02,262.17,0.96
29-05-2022 06:00,11.17,51.79,0.67,24.66,40.94,9.86,50.07,15.67,0.02,233.26,1.73
29-05-2022 07:00,0.50,53.48,0.00,63.07,154.22,18.28,217.97,15.09,0.02,182.62,1.46
29-05-2022 11:00,1.33,47.68,"22,788.75",33.29,67.91,14.39,98.10,18.71,0.07,262.88,1.07
29-05-2022 12:00,6.00,36.29,"42,271.92",41.95,91.75,14.69,127.28,20.99,0.04,176.89,1.45
29-05-2022 13:00,11.17,32.04,"63,378.11",53.66,131.53,17.26,188.00,22.22,0.07,153.85,2.42
29-05-2022 14:00,18.67,28.43,"72,896.42",48.70,101.23,16.88,139.87,23.68,0.04,162.11,2.32
29-05-2022 15:00,39.17,27.13,"64,567.53",46.41,100.71,16.75,144.27,24.76,0.06,142.35,2.24
29-05-2022 16:00,64.33,24.85,"53,624.44",42.05,82.04,15.93,112.88,25.56,0.07,198.19,2.65
29-05-2022 17:00,78.83,24.55,"38,950.51",41.06,85.58,15.00,118.81,24.83,0.10,185.67,2.09
29-05-2022 18:00,80.50,23.21,"25,793.22",49.03,102.86,19.73,145.53,25.27,0.14,142.74,1.59
29-05-2022 19:00,80.67,24.60,"14,346.79",56.43,130.28,21.89,188.86,25.29,0.33,181.45,1.46
29-05-2022 20:00,54.83,29.38,"5,775.76",49.25,106.88,19.13,146.80,23.31,0.37,236.35,2.56
29-05-2022 21:00,28.33,32.57,"1,215.19",45.60,107.49,16.58,152.01,22.14,0.21,224.17,1.95
29-05-2022 22:00,22.67,30.43,40.64,48.24,115.13,16.19,161.72,21.14,0.02,217.48,0.94
29-05-2022 23:00,21.50,37.34,2.67,42.55,85.13,14.88,111.69,19.32,0.02,267.72,2.35
30-05-2022 00:00,18.33,47.05,2.67,42.83,86.46,17.43,117.91,18.30,0.02,217.51,0.81
30-05-2022 01:00,8.17,46.69,1.33,36.77,65.61,15.09,84.05,18.22,0.02,257.94,1.17
30-05-2022 02:00,0.00,50.31,2.00,29.94,49.63,12.70,60.25,17.58,0.02,246.03,2.36
30-05-2022 11:00,0.00,46.65,"15,141.88",36.50,75.06,14.25,105.68,18.25,0.43,156.84,1.06
30-05-2022 12:00,0.00,39.50,"39,839.40",45.97,114.84,15.55,166.10,20.56,0.03,162.69,1.72
30-05-2022 13:00,3.00,32.23,"63,324.31",61.60,167.46,18.47,243.46,22.60,0.05,157.15,2.05
30-05-2022 14:00,11.83,27.56,"73,380.52",57.35,140.82,18.79,206.63,24.12,0.04,151.15,2.28
30-05-2022 15:00,36.67,26.81,"63,745.22",56.65,127.20,19.10,179.99,24.25,0.08,159.30,2.67
30-05-2022 16:00,75.67,25.43,"47,235.82",51.99,111.36,18.44,158.60,25.18,0.10,137.60,2.22
30-05-2022 17:00,64.33,25.15,"18,180.74",52.11,116.17,18.40,163.64,24.58,0.32,155.85,1.31
30-05-2022 18:00,77.67,29.18,"36,775.26",50.40,115.22,17.83,160.07,23.64,0.42,247.88,2.60
30-05-2022 19:00,93.17,25.40,"22,073.43",51.84,123.71,18.24,179.49,24.93,0.31,154.77,1.46
30-05-2022 20:00,73.00,26.10,"8,623.14",45.87,109.84,15.34,154.07,23.14,0.49,140.60,2.23
30-05-2022 21:00,45.83,27.41,"2,893.57",40.42,85.55,14.40,115.60,22.50,0.28,113.56,1.74
30-05-2022 22:00,26.00,28.46,37.55,42.56,96.00,15.30,135.22,21.78,0.02,152.59,0.98
30-05-2022 23:00,22.50,41.32,4.00,41.34,77.81,16.55,101.08,20.29,0.02,266.54,2.26
31-05-2022 00:00,21.17,50.20,2.67,36.97,65.90,14.73,83.38,18.45,0.02,260.48,2.63
31-05-2022 01:00,17.50,44.78,1.33,43.07,102.03,15.05,148.72,18.72,0.02,214.29,0.85
31-05-2022 02:00,6.33,41.49,1.33,42.51,87.75,16.59,123.28,18.60,0.02,148.04,0.86
31-05-2022 03:00,0.00,41.75,0.00,38.52,74.93,14.26,101.72,17.98,0.02,136.02,0.97
31-05-2022 10:00,0.00,62.15,"6,223.70",54.21,135.21,18.77,209.34,14.96,0.35,241.00,0.70
31-05-2022 11:00,0.00,58.21,"8,106.03",61.53,160.13,20.47,239.92,16.08,0.59,200.98,1.19
31-05-2022 12:00,3.67,38.95,"47,139.65",40.00,88.72,14.73,125.76,21.56,0.01,165.96,1.89
31-05-2022 13:00,1.33,36.12,"66,874.32",47.34,121.49,15.30,178.22,22.73,0.39,137.00,1.90
31-05-2022 14:00,3.67,32.99,"72,202.62",45.88,105.38,15.77,151.78,23.53,0.05,146.42,2.40
31-05-2022 15:00,17.17,30.37,"54,287.43",46.13,99.54,16.39,140.97,24.63,0.09,136.63,2.57
31-05-2022 16:00,51.17,30.18,"29,309.92",46.97,109.62,16.33,158.10,23.96,0.14,127.79,2.67
31-05-2022 17:00,74.17,29.31,"34,560.71",44.24,93.22,15.71,128.76,24.50,0.11,137.69,2.26
31-05-2022 18:00,70.83,28.31,"16,922.98",42.55,94.85,15.24,134.34,24.36,0.28,145.10,1.80
31-05-2022 19:00,95.67,26.94,"31,502.97",42.14,96.63,14.57,139.59,24.89,0.07,135.93,2.06
31-05-2022 20:00,90.17,26.35,"16,209.98",40.81,91.21,14.13,130.89,24.69,0.19,128.18,2.08
31-05-2022 21:00,53.00,28.10,"3,632.54",38.82,84.48,13.04,116.43,23.33,0.34,155.36,1.44
31-05-2022 22:00,28.83,31.43,94.51,41.77,96.71,14.70,137.39,22.04,0.02,127.13,1.40
31-05-2022 23:00,23.00,33.51,1.33,39.84,93.46,13.86,134.46,21.07,0.02,117.04,1.88
1/6/2022 0:00:00,21.83,33.57,1.33,37.32,82.29,12.25,117.70,20.62,0.02,152.28,1.45
1/6/2022 1:00:00,19.33,34.96,2.67,37.48,79.88,13.02,112.43,19.94,0.02,182.91,0.94
1/6/2022 2:00:00,11.33,49.47,1.33,38.20,73.22,14.51,97.29,18.19,0.02,223.34,1.54
1/6/2022 3:00:00,0.25,41.86,0.00,41.13,94.75,14.47,137.32,18.30,0.02,137.07,1.44
1/6/2022 12:00:00,7.00,45.64,"46,334.67",36.01,81.05,14.61,117.57,21.07,0.02,169.45,1.54
1/6/2022 13:00:00,8.17,38.70,"64,195.49",53.05,130.09,18.12,188.00,23.20,0.04,164.91,1.68
1/6/2022 14:00:00,16.50,35.34,"68,858.74",45.84,106.22,17.41,157.09,23.77,0.06,136.06,2.39
1/6/2022 15:00:00,46.00,31.11,"57,824.57",46.77,101.91,17.80,146.36,24.36,0.07,118.44,3.00
1/6/2022 16:00:00,78.67,27.88,"30,801.65",41.31,86.89,15.85,125.31,25.17,0.18,154.33,1.89
1/6/2022 17:00:00,94.00,28.09,"39,074.34",40.81,89.33,15.02,128.14,24.80,0.10,165.20,1.97
1/6/2022 18:00:00,100.00,29.03,"31,271.90",45.78,101.70,18.34,150.53,25.90,0.09,175.73,1.53
1/6/2022 19:00:00,100.00,26.45,"37,720.10",45.47,102.98,17.84,154.75,26.06,0.07,134.58,1.87
1/6/2022 20:00:00,100.00,25.79,"21,277.40",42.38,94.85,16.29,139.61,25.16,0.06,107.61,2.43
1/6/2022 21:00:00,92.33,27.14,"4,333.59",37.70,82.73,13.89,117.55,23.28,0.34,111.16,2.52
1/6/2022 22:00:00,66.83,30.72,112.80,36.94,76.45,14.61,106.31,21.76,0.02,142.81,1.63
1/6/2022 23:00:00,50.50,31.68,4.00,37.84,83.22,14.84,120.72,21.25,0.02,144.79,1.76
2/6/2022 0:00:00,39.50,33.16,4.00,36.91,77.85,14.39,110.83,20.66,0.02,146.55,1.53
2/6/2022 1:00:00,27.67,33.63,4.00,36.22,76.98,13.04,110.69,20.06,0.02,176.22,1.61
2/6/2022 2:00:00,23.00,34.81,3.33,35.27,74.27,12.62,106.42,19.60,0.02,158.62,1.52
2/6/2022 3:00:00,21.83,35.73,3.33,34.83,72.29,12.34,103.32,19.16,0.02,168.36,0.92
2/6/2022 4:00:00,20.33,37.13,1.33,36.92,82.86,13.64,122.99,18.44,0.02,133.15,1.08
2/6/2022 5:00:00,14.67,39.24,3.33,38.91,90.26,14.38,136.13,17.50,0.02,246.87,0.55
2/6/2022 6:00:00,2.17,40.69,2.67,35.56,78.16,12.33,116.84,17.21,0.02,202.25,0.19
2/6/2022 10:00:00,0.00,56.07,"6,240.94",36.56,93.68,13.05,149.76,15.96,0.41,170.00,1.27
2/6/2022 11:00:00,0.00,54.11,"7,047.70",37.39,97.80,14.13,155.30,16.74,0.46,195.44,0.89
2/6/2022 12:00:00,4.00,39.25,"45,155.92",35.60,67.75,16.30,92.81,21.73,0.02,151.53,1.46
2/6/2022 13:00:00,3.67,36.08,"63,727.48",46.13,110.19,16.58,160.44,22.61,0.03,133.16,2.31
2/6/2022 14:00:00,8.17,32.85,"67,723.57",39.71,79.56,15.77,111.21,23.56,0.05,143.77,2.73
2/6/2022 15:00:00,18.83,28.41,"56,244.46",38.82,78.87,15.52,112.43,25.66,0.08,149.67,2.13
2/6/2022 16:00:00,51.00,30.31,"26,068.83",36.66,76.52,15.36,111.50,24.85,0.21,150.62,2.60
2/6/2022 17:00:00,68.33,42.63,"35,849.72",35.65,71.17,15.64,97.10,21.88,0.38,210.39,2.43
2/6/2022 18:00:00,78.67,31.02,"37,666.07",39.71,80.73,16.92,114.27,25.28,0.36,184.26,1.77
2/6/2022 19:00:00,82.00,33.14,"21,360.52",42.35,88.94,18.38,129.73,25.13,0.42,184.46,1.69
2/6/2022 20:00:00,64.00,39.92,"9,411.98",37.20,74.58,16.57,102.83,23.04,0.45,202.02,2.49
2/6/2022 21:00:00,28.83,39.97,"1,526.64",39.38,90.52,16.24,128.24,21.27,0.26,206.71,3.08
2/6/2022 22:00:00,22.67,41.79,52.84,37.68,86.58,14.84,125.80,20.24,0.02,198.94,1.69
2/6/2022 23:00:00,21.50,37.85,2.67,30.35,61.36,12.23,86.48,19.86,0.02,237.37,0.94
3/6/2022 0:00:00,17.50,44.47,0.00,34.02,68.52,13.77,95.80,18.95,0.02,203.66,0.94
3/6/2022 1:00:00,6.33,46.99,1.33,37.76,79.20,14.77,112.50,18.51,0.02,190.23,1.28
3/6/2022 2:00:00,0.00,47.35,0.00,40.64,95.81,14.93,141.34,18.23,0.02,184.12,1.14
3/6/2022 10:00:00,0.00,64.11,"7,115.26",34.43,79.01,14.26,121.84,14.97,0.39,184.00,1.25
3/6/2022 11:00:00,0.00,60.19,"14,607.12",35.26,77.03,16.18,113.54,16.38,0.46,216.69,2.19
3/6/2022 12:00:00,0.50,54.34,"39,869.69",30.60,61.17,13.30,85.50,18.11,0.03,245.04,2.84
3/6/2022 13:00:00,23.67,48.71,"62,674.47",32.23,64.71,14.62,89.19,20.82,0.05,255.68,2.70
3/6/2022 14:00:00,65.00,49.32,"66,458.38",33.32,69.28,14.89,97.17,21.36,0.06,255.13,3.68
3/6/2022 15:00:00,70.50,45.35,"65,529.80",32.20,59.04,14.84,78.11,22.26,0.05,258.55,3.44
3/6/2022 16:00:00,82.17,31.62,"48,646.96",33.96,62.50,15.26,86.15,25.36,0.08,181.28,2.04
3/6/2022 17:00:00,98.67,27.31,"60,798.99",35.79,71.87,14.82,103.91,25.62,0.10,159.68,2.46
3/6/2022 18:00:00,100.00,28.17,"29,384.05",35.42,68.09,15.69,95.78,25.06,0.15,144.66,1.97
3/6/2022 19:00:00,100.00,27.40,"36,608.90",35.42,69.57,15.43,98.75,24.98,0.18,97.50,2.68
3/6/2022 20:00:00,98.17,27.49,"6,197.17",35.79,78.42,14.69,114.47,24.05,0.34,130.10,1.93
3/6/2022 21:00:00,74.33,35.41,"2,194.94",34.87,67.99,15.93,93.14,22.49,0.35,161.66,1.73
3/6/2022 22:00:00,55.83,48.78,111.99,29.97,57.26,14.90,78.21,19.43,0.02,200.28,4.33
3/6/2022 23:00:00,43.67,48.96,4.00,33.16,54.14,17.65,69.32,18.60,0.02,207.97,2.30
4/6/2022 0:00:00,31.33,44.57,4.00,32.73,61.77,15.71,86.01,19.01,0.02,188.63,1.13
4/6/2022 1:00:00,23.67,49.81,4.00,30.27,53.85,14.81,72.51,17.94,0.02,223.86,2.31
4/6/2022 2:00:00,21.83,59.26,3.33,30.89,45.36,16.66,53.72,16.33,0.02,214.77,2.79
4/6/2022 3:00:00,20.67,65.18,4.00,28.50,39.34,14.77,44.68,15.40,0.02,234.35,2.73
4/6/2022 4:00:00,17.17,68.59,3.33,27.93,38.06,15.73,42.90,14.53,0.02,213.70,3.55
4/6/2022 5:00:00,6.33,67.07,4.00,33.66,51.52,18.80,64.14,14.24,0.02,204.76,3.06
4/6/2022 6:00:00,0.00,68.36,0.00,34.62,53.84,19.47,67.36,13.75,0.01,188.54,3.11
4/6/2022 11:00:00,0.00,66.70,"14,658.99",36.96,68.99,19.96,96.55,15.62,0.38,197.89,1.71
4/6/2022 12:00:00,8.00,57.59,"43,430.61",34.82,63.04,18.63,85.06,18.59,0.03,232.15,2.09
4/6/2022 13:00:00,33.50,44.16,"58,551.55",35.52,62.29,18.04,82.95,22.09,0.03,197.71,1.94
4/6/2022 14:00:00,48.83,37.18,"66,399.93",37.79,69.42,18.52,95.87,23.66,0.07,165.87,1.77
4/6/2022 15:00:00,81.00,33.54,"57,404.38",38.49,68.82,18.92,94.28,24.45,0.01,187.07,1.73
4/6/2022 16:00:00,100.00,30.44,"42,414.35",37.70,74.16,17.42,104.87,23.80,0.02,155.24,2.14
4/6/2022 17:00:00,100.00,27.11,"33,371.33",33.85,62.59,15.68,86.60,24.60,0.11,148.68,1.73
4/6/2022 18:00:00,100.00,26.56,"44,817.02",33.87,65.11,15.97,93.69,25.27,0.10,134.90,1.76
4/6/2022 19:00:00,100.00,25.09,"31,548.96",34.55,66.74,16.86,96.65,25.79,0.10,161.31,1.41
4/6/2022 20:00:00,100.00,25.95,"14,851.20",34.96,64.52,16.95,90.85,25.15,0.28,146.66,0.77
4/6/2022 21:00:00,96.50,37.69,"3,469.36",44.85,92.60,23.00,131.15,22.56,0.40,183.03,2.26
4/6/2022 22:00:00,81.83,43.89,132.10,41.82,82.38,21.51,114.22,20.18,0.02,177.92,3.43
4/6/2022 23:00:00,70.67,57.59,4.00,36.89,66.38,19.87,89.19,18.26,0.02,184.67,3.53
5/6/2022 0:00:00,60.00,59.80,4.00,34.78,60.21,19.66,81.80,17.43,0.02,171.47,2.72
5/6/2022 1:00:00,49.67,63.60,4.00,36.40,64.07,19.87,85.89,16.25,0.02,192.75,3.37
5/6/2022 2:00:00,41.00,64.70,4.00,33.46,54.37,19.17,70.25,15.73,0.02,202.90,2.81
5/6/2022 3:00:00,30.00,70.64,4.00,30.25,39.56,18.89,44.49,14.98,0.02,216.84,3.26
5/6/2022 4:00:00,23.33,70.29,4.00,31.09,40.74,19.40,45.70,14.90,0.02,228.10,1.97
5/6/2022 5:00:00,21.50,71.70,4.00,31.79,39.88,20.77,43.72,14.57,0.02,241.47,2.07
5/6/2022 6:00:00,20.50,73.46,4.00,31.55,39.34,20.79,43.37,14.25,0.02,218.66,1.53
5/6/2022 7:00:00,17.33,75.29,4.00,34.23,46.94,21.59,55.19,13.94,0.02,202.69,2.11
5/6/2022 8:00:00,7.67,75.83,4.00,38.48,57.95,23.78,73.30,13.79,0.02,205.56,2.29
5/6/2022 9:00:00,0.00,86.98,4.75,40.10,52.80,27.59,61.80,12.34,0.02,229.34,3.10
5/6/2022 11:00:00,0.00,83.61,"13,690.23",41.45,53.23,29.48,62.05,13.45,0.72,227.57,2.76
5/6/2022 12:00:00,12.33,70.98,"26,478.78",40.11,68.03,24.56,91.32,16.05,0.18,229.22,2.19
5/6/2022 13:00:00,46.50,66.68,"29,352.40",36.40,55.82,23.54,71.64,17.29,0.29,246.04,3.15
5/6/2022 14:00:00,80.33,64.67,"31,513.88",33.49,54.98,20.49,72.61,17.77,0.13,265.13,4.14
5/6/2022 15:00:00,97.33,54.63,"32,242.44",32.72,52.18,18.89,66.09,20.04,0.13,257.93,2.41
5/6/2022 16:00:00,99.00,57.26,"33,198.06",24.28,36.85,14.65,46.78,19.35,0.19,262.40,5.20
5/6/2022 17:00:00,100.00,52.41,"35,340.37",30.31,53.76,16.34,70.82,20.73,0.12,225.67,2.38
5/6/2022 18:00:00,100.00,54.59,"26,272.69",34.22,63.01,18.29,84.20,20.07,0.29,190.04,3.43
5/6/2022 19:00:00,100.00,61.26,"13,025.91",32.27,52.66,19.02,68.67,18.41,0.45,248.40,5.05
5/6/2022 20:00:00,91.17,71.08,"1,861.95",35.65,59.39,21.00,80.30,15.38,0.11,206.99,2.48
5/6/2022 21:00:00,68.00,85.21,109.92,30.76,35.76,21.16,39.02,12.07,0.02,203.86,1.43
5/6/2022 22:00:00,53.33,89.20,5.14,37.77,43.58,27.55,46.76,12.58,0.02,194.78,2.44
5/6/2022 23:00:00,43.17,88.81,2.00,44.21,55.58,31.25,62.42,12.83,0.02,152.31,2.27
6/6/2022 0:00:00,32.17,82.64,3.33,34.35,46.88,22.31,55.14,13.60,0.02,166.91,3.60
6/6/2022 1:00:00,24.00,84.68,3.33,33.78,42.41,21.90,47.43,13.17,0.02,209.94,3.01
6/6/2022 2:00:00,21.67,87.09,4.00,36.84,42.38,26.57,45.59,12.94,0.02,244.70,3.27
6/6/2022 3:00:00,20.67,85.84,0.67,31.54,36.58,21.68,39.58,12.71,0.02,266.36,2.08
6/6/2022 4:00:00,18.17,82.92,0.00,26.20,30.96,16.73,34.15,12.80,0.02,244.48,2.23
6/6/2022 5:00:00,10.33,84.05,1.33,30.47,36.96,20.23,41.24,12.67,0.02,165.82,0.55
6/6/2022 6:00:00,0.00,86.66,1.00,33.63,41.14,22.78,45.23,12.63,0.02,98.77,1.24
6/6/2022 11:00:00,1.33,80.97,"15,602.42",31.98,43.11,21.32,51.53,15.65,0.49,246.92,0.48
6/6/2022 12:00:00,34.00,75.03,"31,260.51",34.61,50.98,21.82,64.17,17.57,0.33,194.57,1.23
6/6/2022 13:00:00,84.50,64.54,"58,518.07",38.10,65.13,21.25,86.88,20.64,0.13,195.80,0.98
6/6/2022 14:00:00,91.33,60.72,"52,172.48",33.04,46.11,20.59,54.62,20.90,0.13,144.12,2.09
6/6/2022 15:00:00,100.00,61.19,"41,906.10",29.60,41.21,18.05,48.92,20.17,0.06,253.86,1.76
6/6/2022 16:00:00,100.00,57.67,"51,494.58",31.44,46.05,18.09,55.54,20.78,0.09,285.89,2.06
6/6/2022 17:00:00,100.00,55.84,"26,199.73",33.84,59.13,17.87,77.36,21.43,0.22,233.36,1.68
6/6/2022 18:00:00,100.00,59.15,"27,913.40",32.51,53.29,17.55,67.90,20.56,0.28,264.03,2.79
6/6/2022 19:00:00,100.00,60.96,"15,787.12",31.56,54.41,16.78,71.45,19.95,0.43,253.54,3.63
6/6/2022 20:00:00,100.00,61.19,"28,662.56",30.96,67.55,15.14,95.59,19.45,0.28,230.97,3.18
6/6/2022 21:00:00,94.33,82.86,"2,089.16",43.03,62.27,27.29,76.36,13.86,0.23,184.07,2.67
6/6/2022 22:00:00,84.00,87.62,21.03,60.90,73.16,45.32,78.77,13.84,0.02,240.66,1.76
6/6/2022 23:00:00,80.50,85.22,3.33,74.23,97.92,52.60,113.71,14.54,0.02,103.87,2.09
7/6/2022 0:00:00,78.17,86.66,1.33,40.63,50.52,28.22,56.52,13.72,0.02,315.96,0.86
7/6/2022 1:00:00,74.17,90.33,3.33,34.25,41.42,23.55,45.66,12.79,0.02,272.79,1.94
7/6/2022 2:00:00,67.67,93.55,3.33,13.07,15.50,9.27,17.74,11.65,0.02,284.35,2.37
7/6/2022 3:00:00,59.50,93.55,0.67,11.37,13.13,8.23,14.45,11.34,0.02,232.69,3.33
7/6/2022 4:00:00,50.50,96.00,2.00,25.90,35.50,18.45,44.12,11.24,0.02,197.54,2.60
7/6/2022 5:00:00,42.67,94.41,0.00,18.21,29.77,10.49,40.01,11.09,0.02,183.66,2.14
7/6/2022 6:00:00,32.83,88.39,0.00,33.51,81.36,10.66,124.95,11.38,0.02,165.11,1.29
7/6/2022 7:00:00,24.00,85.17,0.00,14.43,27.08,5.61,38.03,11.51,0.02,189.93,1.51
7/6/2022 8:00:00,21.50,86.74,1.33,20.11,41.06,9.24,61.37,11.07,0.02,230.58,0.28
7/6/2022 9:00:00,20.00,93.12,313.64,18.64,24.80,13.72,33.72,10.37,0.03,256.30,0.32
7/6/2022 10:00:00,19.67,93.91,"3,741.78",42.17,120.80,25.44,84.14,10.87,0.36,284.23,0.32
7/6/2022 11:00:00,20.83,82.81,"16,792.07",22.64,32.86,16.00,44.62,13.42,0.41,277.16,0.90
7/6/2022 12:00:00,39.00,74.80,"43,739.92",24.44,33.89,17.48,43.32,16.92,0.02,220.10,1.15
7/6/2022 13:00:00,46.00,71.92,"68,001.70",25.28,36.41,16.40,44.36,17.83,0.02,143.98,1.79
7/6/2022 14:00:00,47.50,66.42,"71,234.62",29.60,48.83,16.20,63.57,19.59,0.06,158.48,1.78
7/6/2022 15:00:00,48.50,54.57,"68,320.55",26.83,42.76,12.60,52.75,21.21,0.02,161.40,1.74
7/6/2022 16:00:00,50.83,47.06,"56,585.73",26.42,42.17,12.77,51.88,22.45,0.04,153.85,1.20
7/6/2022 17:00:00,72.17,48.60,"47,924.90",28.67,49.88,13.28,65.35,22.23,0.84,198.50,1.59
7/6/2022 18:00:00,87.50,48.38,"33,180.90",27.35,49.93,12.70,67.49,22.29,0.44,178.67,1.54
7/6/2022 19:00:00,96.00,45.53,"16,683.48",25.85,49.57,12.16,70.14,22.13,0.37,159.83,1.26
7/6/2022 20:00:00,95.25,54.28,"14,074.47",55.22,128.79,32.37,188.59,20.45,0.51,185.66,2.59
7/6/2022 21:00:00,64.80,69.17,"5,057.42",31.92,66.54,17.05,94.29,16.33,0.00,160.54,2.33
7/6/2022 22:00:00,32.00,77.21,21.91,41.18,70.10,23.81,93.37,14.51,0.02,181.41,2.38
7/6/2022 23:00:00,22.83,76.85,3.33,48.86,77.20,31.34,99.38,14.92,0.02,200.60,1.55
8/6/2022 0:00:00,20.83,74.38,4.00,38.69,66.40,21.96,89.08,15.29,0.02,211.41,1.27
8/6/2022 1:00:00,19.67,78.75,4.00,51.74,73.10,36.90,89.42,14.45,0.02,182.05,3.67
8/6/2022 2:00:00,16.17,86.28,4.00,36.52,49.63,25.56,58.81,13.60,0.02,179.54,4.03
8/6/2022 3:00:00,5.17,88.11,2.00,33.55,40.21,25.99,45.27,12.70,0.02,196.16,3.18
8/6/2022 4:00:00,0.00,86.88,0.00,17.83,20.62,13.15,22.99,12.39,0.02,196.00,3.31
8/6/2022 12:00:00,8.40,74.09,"22,079.56",28.18,44.16,17.81,59.19,15.64,0.37,232.00,2.14
8/6/2022 13:00:00,32.33,66.36,"39,352.33",28.33,40.58,17.70,50.78,17.70,0.20,257.78,1.18
8/6/2022 14:00:00,79.83,63.02,"45,911.56",34.67,58.97,21.72,78.77,19.57,0.08,213.98,1.18
8/6/2022 15:00:00,100.00,58.26,"48,275.86",33.04,51.26,20.65,64.64,20.76,0.08,238.32,1.10
8/6/2022 16:00:00,100.00,58.62,"36,832.30",31.23,46.76,19.23,58.05,20.23,0.11,269.10,1.76
8/6/2022 17:00:00,100.00,52.01,"46,235.35",26.96,39.37,15.91,48.02,21.22,0.12,282.30,2.50
8/6/2022 18:00:00,100.00,56.34,"39,228.84",29.25,71.96,14.32,106.10,20.22,0.25,226.19,4.35
8/6/2022 19:00:00,100.00,56.22,"37,246.52",36.20,105.97,15.37,160.37,20.07,0.37,202.21,3.75
8/6/2022 20:00:00,99.00,65.31,"5,630.55",27.41,60.36,14.74,88.99,16.67,0.35,185.66,3.82
8/6/2022 21:00:00,86.00,77.89,305.06,34.95,58.52,19.64,76.08,13.85,0.03,216.61,1.82
8/6/2022 22:00:00,78.33,75.80,77.46,34.77,51.62,22.31,64.57,14.59,0.02,194.43,2.06
8/6/2022 23:00:00,71.67,72.80,4.00,34.75,58.79,20.82,80.70,14.71,0.02,192.52,1.14
9/6/2022 0:00:00,63.00,73.49,4.00,32.62,49.31,21.29,65.01,14.71,0.02,186.93,0.84
9/6/2022 1:00:00,52.83,68.43,4.00,40.78,63.92,27.15,83.68,15.15,0.02,194.81,1.55
9/6/2022 2:00:00,44.67,72.17,4.00,51.02,96.26,29.01,134.18,14.75,0.02,192.20,1.49
9/6/2022 3:00:00,35.00,76.56,2.67,44.26,77.06,26.27,102.82,13.86,0.02,195.15,2.87
9/6/2022 4:00:00,24.83,80.19,2.00,28.47,34.34,21.41,38.49,12.97,0.02,202.62,3.35
9/6/2022 5:00:00,21.83,80.99,2.00,54.20,65.52,44.46,73.86,12.68,0.02,183.02,3.10
9/6/2022 6:00:00,20.50,81.43,1.33,58.60,95.39,40.66,128.77,12.44,0.02,167.58,1.91
9/6/2022 7:00:00,18.83,81.98,1.33,67.38,79.69,57.71,89.78,12.21,0.02,183.09,2.48
9/6/2022 8:00:00,12.83,85.17,2.67,43.86,51.33,35.97,56.76,11.58,0.02,192.93,2.92
9/6/2022 9:00:00,1.40,86.69,270.89,78.18,93.00,63.23,106.54,11.46,0.09,193.06,2.45
9/6/2022 10:00:00,0.00,87.11,"8,102.26",45.23,70.89,36.17,103.23,11.98,0.48,232.48,1.37
9/6/2022 11:00:00,0.00,81.76,"15,338.26",33.67,47.95,26.56,65.93,13.26,0.39,220.04,1.41
9/6/2022 12:00:00,4.00,72.95,"32,783.78",21.12,32.46,14.44,43.75,15.49,0.14,233.55,2.73
9/6/2022 13:00:00,30.33,73.06,"26,696.79",18.39,27.09,12.33,35.38,15.62,0.28,249.56,3.68
9/6/2022 14:00:00,75.83,69.70,"39,750.03",21.98,36.16,13.62,49.28,17.11,0.24,249.90,3.48
9/6/2022 15:00:00,99.83,66.14,"37,018.62",24.54,46.00,13.84,64.65,18.19,0.21,256.10,3.28
9/6/2022 16:00:00,100.00,67.04,"28,868.93",22.15,34.35,13.14,44.03,17.96,0.16,260.03,4.38
9/6/2022 17:00:00,98.83,67.96,"18,081.79",22.98,32.78,14.52,40.21,17.59,0.33,278.41,4.96
9/6/2022 18:00:00,78.33,67.41,"4,912.43",24.89,47.50,14.39,69.70,15.82,0.41,191.89,1.31
9/6/2022 19:00:00,67.67,75.41,"7,401.62",28.92,54.36,16.68,78.37,13.25,0.50,200.16,3.64
9/6/2022 20:00:00,80.83,74.42,"8,843.86",34.29,64.68,20.54,93.85,14.34,0.51,209.71,2.07
9/6/2022 21:00:00,43.50,78.06,"2,345.84",39.39,63.44,23.72,83.55,14.42,0.50,208.18,1.50
9/6/2022 22:00:00,29.83,76.02,191.26,41.02,75.31,24.63,108.06,14.58,0.04,205.75,0.64
9/6/2022 23:00:00,23.17,78.89,4.00,39.59,53.12,27.58,63.31,14.13,0.02,281.17,1.23
10/6/2022 0:00:00,21.33,78.46,4.00,36.85,68.16,22.86,96.42,13.43,0.02,218.74,2.18
10/6/2022 1:00:00,19.83,74.56,4.00,27.12,35.11,18.03,40.16,13.60,0.02,236.44,1.66
10/6/2022 2:00:00,15.50,75.31,4.00,28.58,36.02,18.65,40.49,13.51,0.02,259.16,2.11
