To Date,Battery (%),R. Humidity (%),Light (Lux),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³ ),PM₁ (µg/m³ ),PM₁₀₀ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s)
10/6/2022 3:00:00,4.17,84.90,4.00,26.68,32.45,19.33,36.11,12.68,0.02,263.36,2.42
10/6/2022 4:00:00,0.00,86.48,4.00,30.59,53.43,20.94,77.29,12.48,0.02,260.00,1.54
10/6/2022 10:00:00,0.00,88.57,"7,164.04",38.80,57.69,29.40,79.39,12.64,0.41,275.24,0.68
10/6/2022 11:00:00,0.00,81.86,"16,195.41",35.92,52.00,26.75,67.98,14.09,0.41,253.20,1.58
10/6/2022 12:00:00,11.50,73.96,"30,640.09",25.63,44.44,16.79,61.79,15.40,0.25,249.66,2.49
10/6/2022 13:00:00,50.83,69.95,"39,647.26",22.84,33.55,15.01,42.61,16.25,0.22,250.10,3.15
10/6/2022 14:00:00,87.00,62.72,"31,068.70",26.62,37.39,17.32,45.14,18.22,0.17,281.48,1.44
10/6/2022 15:00:00,95.00,54.90,"54,337.44",29.86,44.75,18.81,55.52,21.44,0.13,258.60,1.15
10/6/2022 16:00:00,97.00,48.19,"60,372.08",30.34,47.20,18.49,58.62,22.55,0.07,129.47,1.90
10/6/2022 17:00:00,99.17,46.93,"72,446.92",28.95,43.99,16.79,53.82,22.60,0.09,142.09,2.02
10/6/2022 18:00:00,100.00,41.90,"42,078.17",29.33,52.26,15.82,69.26,23.59,0.16,184.34,1.03
10/6/2022 19:00:00,100.00,51.05,"29,717.70",39.85,98.75,18.81,142.29,20.93,0.21,212.64,3.87
10/6/2022 20:00:00,100.00,57.31,"19,542.71",42.23,86.25,24.22,120.16,19.36,0.20,199.90,3.69
10/6/2022 21:00:00,91.67,68.46,"2,649.24",44.68,74.20,27.49,97.78,16.69,0.21,197.97,1.74
10/6/2022 22:00:00,75.00,66.86,96.17,39.57,59.16,25.17,73.09,16.75,0.02,213.82,1.82
10/6/2022 23:00:00,64.60,70.94,4.00,39.21,50.81,27.38,58.05,16.24,0.02,200.91,2.67
11/6/2022 0:00:00,52.83,74.78,4.00,37.51,49.06,25.58,56.55,15.71,0.02,205.17,0.50
11/6/2022 1:00:00,43.50,81.89,4.00,38.39,47.01,27.78,51.27,15.14,0.02,235.12,1.61
11/6/2022 2:00:00,32.83,84.18,4.00,35.27,43.81,25.09,48.51,14.77,0.02,209.52,1.15
11/6/2022 3:00:00,24.17,87.26,4.00,40.46,49.45,29.89,54.23,14.24,0.02,274.81,0.75
11/6/2022 4:00:00,21.50,83.74,4.00,33.23,42.01,22.80,46.73,13.89,0.02,280.22,0.56
11/6/2022 5:00:00,20.50,83.81,2.00,30.15,38.10,19.88,42.09,13.39,0.02,283.04,0.78
11/6/2022 6:00:00,18.17,83.30,0.00,29.41,38.73,18.16,43.89,13.06,0.02,287.17,0.52
11/6/2022 7:00:00,10.50,85.47,0.00,33.96,43.62,22.21,48.41,12.58,0.02,260.39,0.82
11/6/2022 8:00:00,0.25,87.65,0.00,48.73,59.45,37.25,65.17,12.46,0.02,213.30,1.72
11/6/2022 10:00:00,0.00,79.56,"7,648.49",12.99,20.05,7.39,25.69,13.02,0.23,65.64,0.94
11/6/2022 11:00:00,3.00,65.52,"18,474.51",23.86,42.84,11.44,57.35,15.97,0.25,149.13,0.77
11/6/2022 12:00:00,9.83,55.87,"32,508.95",21.47,37.56,10.22,48.10,18.59,0.08,167.26,1.27
11/6/2022 13:00:00,54.83,52.37,"59,034.98",35.04,89.29,12.21,123.50,20.16,0.05,140.87,1.70
11/6/2022 14:00:00,45.33,49.36,"71,859.76",26.18,47.03,12.66,59.95,21.51,0.06,180.46,1.71
11/6/2022 15:00:00,49.50,43.84,"69,205.87",29.28,55.56,12.89,74.02,23.33,0.03,164.87,1.80
11/6/2022 16:00:00,59.33,40.79,"60,256.87",28.78,54.85,12.62,74.30,24.44,0.08,196.72,1.77
11/6/2022 17:00:00,72.83,37.33,"63,835.26",28.02,51.73,12.32,70.08,25.27,0.02,134.48,1.53
11/6/2022 18:00:00,91.17,36.14,"52,914.18",27.90,49.96,12.43,67.03,25.64,0.05,175.14,1.68
11/6/2022 19:00:00,100.00,43.51,"31,694.03",29.44,58.99,13.89,82.30,24.29,0.26,213.84,2.74
11/6/2022 20:00:00,95.17,57.15,"9,650.90",29.20,52.91,14.86,68.55,20.80,0.49,235.44,4.58
11/6/2022 21:00:00,70.33,63.24,"4,095.30",31.03,54.20,16.94,70.31,19.68,0.38,242.93,4.36
11/6/2022 22:00:00,41.33,60.82,143.77,40.85,97.45,19.39,140.73,18.66,0.02,224.80,3.89
11/6/2022 23:00:00,28.17,55.83,4.00,41.10,103.27,18.65,152.80,17.99,0.02,213.64,3.20
12/6/2022 0:00:00,22.67,57.31,4.00,48.24,112.10,24.80,165.46,17.59,0.02,190.35,2.52
12/6/2022 1:00:00,21.50,60.39,4.00,39.34,91.78,18.10,135.95,17.00,0.02,183.04,2.83
12/6/2022 2:00:00,19.67,61.24,4.00,42.81,108.75,18.46,164.18,16.05,0.02,185.09,2.59
12/6/2022 3:00:00,14.67,64.22,4.00,70.52,159.02,36.44,228.51,15.32,0.02,190.82,2.34
12/6/2022 4:00:00,2.33,64.66,4.00,106.80,226.37,66.72,326.41,15.16,0.02,185.25,1.58
12/6/2022 11:00:00,0.00,67.61,"13,525.93",36.55,99.04,17.12,157.51,16.47,0.41,188.98,0.60
12/6/2022 12:00:00,0.00,57.15,"39,813.94",37.76,74.81,21.54,105.55,20.14,0.02,229.77,0.91
12/6/2022 13:00:00,2.33,50.87,"61,158.24",36.92,80.79,18.07,117.79,21.68,0.04,179.88,1.01
12/6/2022 14:00:00,11.00,42.24,"72,330.97",29.76,59.44,13.69,85.13,23.68,0.05,178.66,1.43
12/6/2022 15:00:00,17.17,37.08,"70,890.60",28.02,51.19,13.29,70.17,24.16,0.05,150.94,1.70
12/6/2022 16:00:00,51.17,33.64,"54,008.95",26.94,46.53,14.06,62.66,25.45,0.06,139.46,1.94
12/6/2022 17:00:00,81.00,35.88,"62,275.05",27.49,45.31,14.73,59.92,25.78,0.08,160.35,1.56
12/6/2022 18:00:00,92.33,36.72,"61,487.76",37.89,98.95,15.98,153.97,25.78,0.08,191.74,2.50
12/6/2022 19:00:00,100.00,40.70,"45,999.38",42.16,99.23,20.85,146.65,24.23,0.08,197.04,2.99
12/6/2022 20:00:00,100.00,39.08,"22,716.65",42.61,95.11,21.23,143.69,25.08,0.15,189.53,1.88
12/6/2022 21:00:00,94.17,49.33,"5,326.91",40.68,90.92,21.37,128.89,21.50,0.27,209.90,3.74
12/6/2022 22:00:00,64.50,50.46,119.60,43.71,97.67,22.86,140.27,20.57,0.02,248.12,1.33
12/6/2022 23:00:00,48.17,51.81,4.00,44.96,116.56,21.18,175.22,20.14,0.02,173.06,0.93
13-06-2022 00:00,36.00,44.94,4.00,35.80,75.97,17.76,110.68,19.83,0.02,214.97,1.11
13-06-2022 01:00,25.83,41.04,4.00,39.41,112.67,15.41,176.47,19.60,0.02,233.62,1.21
13-06-2022 02:00,22.33,48.53,4.00,28.20,49.94,15.84,67.03,18.02,0.02,210.54,2.58
13-06-2022 03:00,21.33,51.13,4.00,42.27,79.37,24.50,110.89,17.25,0.02,187.54,2.42
13-06-2022 04:00,19.17,52.53,4.00,34.79,73.85,18.34,107.51,16.20,0.02,196.65,2.30
13-06-2022 05:00,12.17,53.10,4.00,29.33,54.87,15.81,75.53,15.24,0.02,201.03,3.19
13-06-2022 06:00,0.75,55.77,4.00,43.73,87.28,23.33,124.49,15.14,0.02,194.02,2.54
13-06-2022 11:00,0.00,62.78,"15,178.02",36.05,71.86,21.89,107.43,18.28,0.38,251.58,0.81
13-06-2022 12:00,0.00,54.24,"40,473.31",33.88,57.12,20.78,75.77,20.41,0.01,170.11,1.40
13-06-2022 13:00,0.00,50.69,"66,035.13",42.55,86.29,23.09,119.99,22.12,0.02,173.46,1.60
13-06-2022 14:00,4.67,43.79,"73,134.79",37.80,75.77,20.19,113.46,24.69,0.06,173.30,1.37
13-06-2022 15:00,40.17,40.28,"51,191.35",31.45,52.38,18.10,71.28,25.68,0.09,223.64,1.69
13-06-2022 16:00,89.17,41.05,"40,355.73",33.15,59.60,18.51,83.70,25.09,0.08,170.68,1.57
13-06-2022 17:00,97.67,50.20,"36,777.67",32.11,57.43,18.06,77.88,22.75,0.08,252.01,3.00
13-06-2022 18:00,100.00,40.78,"43,696.65",35.41,69.95,18.73,98.48,25.20,0.09,251.09,2.51
13-06-2022 19:00,100.00,50.07,"30,032.28",35.74,83.96,18.48,121.23,21.61,0.30,211.25,4.58
13-06-2022 20:00,100.00,47.10,"24,735.89",35.16,71.55,19.06,98.48,22.32,0.08,204.88,3.62
13-06-2022 21:00,96.67,48.25,"4,641.77",39.10,79.46,21.75,110.73,21.43,0.18,223.77,3.22
13-06-2022 22:00,76.50,53.93,119.78,43.21,92.93,24.57,134.60,19.55,0.02,229.76,2.61
13-06-2022 23:00,61.50,58.39,4.00,37.87,67.34,22.25,90.50,18.57,0.02,237.71,2.33
14-06-2022 00:00,48.67,61.56,4.00,40.81,71.45,23.39,95.01,18.04,0.02,197.67,2.72
14-06-2022 01:00,38.80,67.05,4.00,39.55,67.87,23.42,88.45,16.85,0.02,223.54,2.41
14-06-2022 02:00,27.17,73.86,4.00,29.94,41.22,19.57,49.68,15.19,0.02,229.64,3.38
14-06-2022 03:00,22.67,76.98,4.00,30.07,40.79,19.53,49.20,14.62,0.02,221.61,2.29
14-06-2022 04:00,21.17,80.30,4.00,30.49,39.10,20.88,45.02,13.94,0.02,226.68,2.87
14-06-2022 05:00,19.50,82.65,4.00,33.15,42.59,23.65,49.53,13.50,0.02,232.46,2.34
14-06-2022 06:00,14.67,82.09,4.00,33.24,43.39,23.70,51.30,13.65,0.02,216.78,2.08
14-06-2022 07:00,2.83,83.30,4.00,32.67,40.62,23.48,46.12,13.33,0.02,209.74,2.07
14-06-2022 11:00,0.00,70.65,"15,324.49",44.55,95.13,25.13,142.29,16.51,0.48,206.53,0.82
14-06-2022 12:00,0.00,53.91,"37,974.26",34.49,67.97,20.12,95.05,21.01,0.04,248.61,1.06
14-06-2022 13:00,2.50,51.05,"64,520.81",37.52,65.47,23.08,88.35,22.41,0.02,237.75,1.23
14-06-2022 14:00,15.00,48.41,"74,877.83",35.78,62.97,20.90,88.01,23.86,0.09,159.89,1.42
14-06-2022 15:00,24.83,38.54,"71,480.10",35.53,70.79,18.45,105.97,25.59,0.05,193.88,1.50
14-06-2022 16:00,40.83,34.52,"68,378.65",33.18,65.42,16.74,96.07,25.58,0.03,166.28,1.79
14-06-2022 17:00,50.17,31.99,"74,965.67",33.95,68.52,16.76,101.27,25.78,0.05,194.05,1.92
14-06-2022 18:00,73.83,30.88,"60,545.58",34.19,71.28,16.82,106.51,25.94,0.01,180.19,2.16
14-06-2022 19:00,88.00,30.17,"40,078.33",33.55,67.02,16.59,97.19,25.78,0.02,159.95,2.15
14-06-2022 20:00,49.83,44.40,"4,447.87",34.23,88.48,16.29,132.08,21.47,0.39,189.83,1.73
14-06-2022 21:00,28.50,48.48,"3,411.42",30.53,49.28,18.56,64.66,20.12,0.40,265.82,0.54
14-06-2022 22:00,22.17,53.59,186.38,36.19,55.65,23.37,71.55,19.13,0.04,249.31,2.29
14-06-2022 23:00,20.67,52.76,4.00,34.12,55.15,21.07,71.10,18.95,0.02,230.29,2.58
15-06-2022 00:00,16.33,59.44,4.00,39.74,70.49,23.99,94.19,17.99,0.02,228.45,2.53
15-06-2022 01:00,4.67,65.53,4.00,29.72,43.40,18.81,52.55,16.67,0.02,227.03,3.34
15-06-2022 02:00,0.00,68.97,4.00,30.01,40.69,19.99,47.10,16.25,0.02,214.00,2.83
15-06-2022 11:00,0.00,75.42,"14,410.34",42.06,74.70,27.29,105.45,15.03,0.40,188.73,2.34
15-06-2022 12:00,5.50,64.67,"35,992.71",42.44,80.67,25.86,115.16,18.89,0.02,239.07,1.29
15-06-2022 13:00,17.25,55.45,"55,309.02",49.08,107.62,22.47,149.83,20.36,0.05,123.75,2.19
15-06-2022 14:00,34.33,45.38,"70,663.25",61.87,159.66,23.27,236.25,23.56,0.07,161.30,1.57
15-06-2022 15:00,78.00,38.53,"70,070.83",64.78,168.95,22.14,250.69,24.97,0.11,221.48,1.63
15-06-2022 16:00,85.00,53.23,"53,701.06",44.99,100.98,19.82,143.20,22.04,0.09,245.10,3.84
15-06-2022 17:00,100.00,51.43,"50,229.52",43.36,100.64,19.02,142.34,22.39,0.03,245.73,3.93
15-06-2022 18:00,75.00,43.11,"47,619.44",35.06,77.30,15.23,110.47,24.97,0.01,292.31,3.03
15-06-2022 19:00,100.00,47.43,"26,582.17",46.42,106.18,19.11,150.01,23.31,0.20,264.63,4.26
15-06-2022 20:00,100.00,53.48,"11,903.34",48.08,114.10,19.87,161.05,21.31,0.40,239.92,4.33
15-06-2022 21:00,87.25,62.01,915.17,59.44,138.66,24.01,191.47,19.14,0.13,194.47,3.38
15-06-2022 22:00,68.50,66.06,4.00,55.02,112.91,24.59,152.83,17.88,0.02,165.63,2.64
15-06-2022 23:00,58.00,69.44,4.00,70.18,141.45,35.26,191.40,17.30,0.02,193.35,2.60
16-06-2022 01:00,37.67,74.55,4.00,56.28,97.82,29.73,125.50,15.76,0.02,204.59,2.30
16-06-2022 02:00,27.00,78.74,4.00,54.79,97.00,28.70,124.45,14.92,0.02,203.20,3.65
16-06-2022 03:00,22.00,85.14,4.00,54.14,76.82,32.82,87.99,13.84,0.02,222.57,3.30
16-06-2022 04:00,20.67,87.59,4.00,44.46,63.36,26.23,72.39,13.24,0.02,225.78,4.03
16-06-2022 05:00,18.83,90.28,4.00,43.13,60.09,26.58,67.91,12.77,0.02,205.61,3.91
16-06-2022 06:00,12.83,90.27,4.00,50.06,73.99,31.43,88.72,12.57,0.02,199.98,3.78
16-06-2022 07:00,1.25,88.93,4.00,45.89,65.34,28.95,76.39,12.60,0.02,214.73,3.01
16-06-2022 11:00,0.00,76.14,"14,722.00",38.28,62.08,21.44,80.06,15.37,0.22,249.59,0.97
16-06-2022 12:00,4.33,64.05,"35,638.93",38.33,60.01,21.00,72.57,18.39,0.00,251.65,1.10
16-06-2022 13:00,16.40,57.21,"58,087.15",44.77,80.25,23.84,104.89,20.92,0.00,176.61,1.35
16-06-2022 14:00,23.67,53.87,"71,460.07",41.95,74.29,19.70,94.74,20.81,0.00,125.61,2.05
16-06-2022 16:00,65.50,37.02,"68,171.62",51.82,108.19,22.14,153.49,25.14,0.00,135.55,1.98
16-06-2022 17:00,70.17,35.76,"72,821.99",48.81,95.04,21.59,131.76,25.46,0.00,171.20,2.35
16-06-2022 18:00,89.00,32.18,"65,349.53",49.12,95.14,22.04,133.38,26.61,0.00,180.18,2.11
16-06-2022 19:00,100.00,31.69,"42,012.84",49.46,96.47,21.32,133.31,25.86,0.00,224.71,2.40
16-06-2022 20:00,100.00,42.53,"10,752.47",48.93,103.63,21.54,138.61,22.48,0.03,195.25,4.32
16-06-2022 21:00,67.75,49.57,"2,810.05",55.73,127.73,22.12,174.08,19.97,0.37,204.15,3.81
16-06-2022 22:00,46.00,56.14,219.93,59.58,123.02,26.28,166.53,18.63,0.07,181.18,2.70
16-06-2022 23:00,31.67,53.71,2.67,47.14,96.01,21.05,130.74,18.22,0.02,200.65,2.71
17-06-2022 00:00,23.50,56.09,2.67,46.02,89.43,20.30,121.20,17.73,0.02,200.24,1.62
17-06-2022 01:00,21.83,54.01,4.00,48.00,104.86,19.90,149.88,17.58,0.02,199.29,1.46
17-06-2022 02:00,20.67,64.14,4.00,40.96,72.64,19.47,94.73,15.99,0.02,222.57,3.06
17-06-2022 03:00,16.50,72.55,4.00,38.35,58.13,18.45,67.68,15.08,0.02,230.79,2.30
17-06-2022 04:00,5.67,72.80,4.00,41.16,68.60,19.43,85.67,14.87,0.02,226.01,1.86
17-06-2022 05:00,0.00,74.31,4.00,39.14,60.09,19.55,71.85,14.64,0.02,222.16,1.14
17-06-2022 12:00,2.60,54.40,"44,666.02",34.54,61.07,16.17,77.97,20.05,0.02,223.33,0.99
17-06-2022 13:00,1.33,44.23,"68,155.80",42.66,91.47,17.66,126.18,20.99,0.02,162.83,1.80
17-06-2022 14:00,0.00,37.60,"74,948.43",39.21,74.60,17.39,101.25,22.66,0.06,155.34,2.14
17-06-2022 15:00,2.50,35.43,"74,736.72",37.49,66.95,16.18,87.81,23.40,0.06,134.48,2.52
17-06-2022 16:00,12.00,31.19,"67,591.94",35.15,59.70,16.48,77.35,24.61,0.04,126.60,2.46
17-06-2022 17:00,31.50,28.11,"63,452.33",36.13,64.86,16.97,88.76,25.95,0.09,180.23,1.88
17-06-2022 18:00,60.60,37.22,"33,450.99",54.44,113.36,28.17,162.48,25.30,0.14,186.29,2.60
17-06-2022 19:00,80.00,39.61,"35,662.17",43.27,90.49,19.72,126.45,24.15,0.20,200.65,2.60
17-06-2022 20:00,61.40,43.71,"11,355.01",44.17,78.53,23.99,108.34,23.57,0.32,177.72,2.48
17-06-2022 21:00,30.20,60.00,"3,325.20",42.15,61.51,26.57,73.64,19.12,0.28,210.65,3.64
17-06-2022 22:00,22.00,60.09,31.04,43.25,68.15,25.63,87.51,18.50,0.02,220.00,1.91
17-06-2022 23:00,20.00,54.09,4.00,61.38,91.10,43.77,113.54,18.88,0.02,183.00,1.67
18-06-2022 00:00,16.60,59.32,0.00,42.61,62.28,26.43,76.22,18.21,0.02,248.84,1.75
18-06-2022 01:00,3.50,58.29,0.00,38.65,60.13,21.81,72.45,17.98,0.02,248.88,1.94
18-06-2022 11:00,0.00,74.00,"9,915.81",93.00,147.32,73.09,199.11,16.04,0.56,204.54,1.15
18-06-2022 12:00,0.00,71.19,"8,462.33",50.49,89.87,34.05,128.20,17.01,0.53,172.86,0.72
18-06-2022 13:00,0.00,72.86,"8,179.16",52.09,84.76,35.55,114.92,16.44,0.49,173.64,1.15
18-06-2022 14:00,21.40,65.04,"25,950.22",45.72,83.71,26.85,118.04,17.85,0.35,186.61,0.97
18-06-2022 15:00,69.00,43.84,"54,382.55",28.63,48.93,12.63,62.83,21.97,0.00,210.00,2.12
18-06-2022 16:00,91.25,39.94,"41,835.46",34.68,62.30,16.45,83.50,23.75,0.07,165.47,1.80
18-06-2022 17:00,97.33,42.56,"35,813.31",32.41,54.56,16.07,70.67,23.17,0.13,160.31,1.56
18-06-2022 18:00,100.00,37.94,"41,112.37",30.04,65.31,14.31,97.05,24.08,0.19,165.53,2.03
18-06-2022 19:00,100.00,60.79,"16,790.67",30.87,49.76,16.71,63.49,18.21,0.02,173.93,0.84
18-06-2022 20:00,100.00,49.08,"12,801.92",29.20,47.14,15.07,58.44,19.97,0.30,153.16,1.48
18-06-2022 21:00,80.00,52.85,"5,365.19",47.66,78.64,37.64,98.32,19.48,0.25,151.21,1.09
18-06-2022 22:00,50.50,64.72,206.24,38.59,63.48,23.00,82.44,17.66,0.02,181.55,2.92
18-06-2022 23:00,34.67,72.42,1.33,37.45,65.69,21.33,88.88,16.21,0.01,191.70,3.54
19-06-2022 00:00,23.50,81.42,0.00,26.08,35.89,15.37,42.12,14.33,0.02,195.19,3.33
19-06-2022 01:00,22.17,77.74,0.67,23.59,32.70,13.69,39.49,14.55,0.02,155.47,1.65
19-06-2022 02:00,20.83,90.00,3.33,35.23,55.07,22.70,67.02,12.99,0.02,149.55,1.52
19-06-2022 03:00,17.50,85.67,0.00,17.11,23.67,10.09,29.48,12.47,0.02,124.01,1.34
19-06-2022 04:00,6.80,80.29,0.80,19.79,28.64,11.88,37.28,13.05,0.02,179.94,0.68
19-06-2022 05:00,0.00,81.48,0.00,21.06,26.69,13.61,30.77,13.04,0.02,210.63,0.30
19-06-2022 13:00,0.00,64.25,"74,713.00",0.00,0.00,0.00,0.00,19.34,0.00,39.00,1.07
19-06-2022 14:00,30.00,61.28,"59,204.87",24.86,34.77,14.47,40.84,19.29,0.02,161.76,2.37
19-06-2022 15:00,97.00,64.18,"52,423.89",25.82,38.17,14.61,46.51,18.82,0.04,151.49,2.13
19-06-2022 16:00,100.00,59.08,"55,427.09",30.79,48.63,16.95,60.81,21.87,0.03,156.03,1.31
19-06-2022 17:00,100.00,52.38,"32,399.24",30.58,61.98,15.51,85.78,21.90,0.20,162.99,1.76
19-06-2022 18:00,97.83,58.47,"5,197.33",24.89,45.81,13.09,63.30,17.64,0.33,214.46,1.30
19-06-2022 19:00,89.00,73.81,"5,544.07",31.59,41.02,19.70,46.83,15.25,0.50,211.31,1.07
19-06-2022 20:00,100.00,77.12,"19,466.92",62.51,75.69,48.85,83.72,15.49,0.49,190.50,2.43
19-06-2022 21:00,92.00,73.55,"4,659.84",49.72,60.08,38.10,66.58,16.31,0.33,166.94,1.41
19-06-2022 22:00,69.50,82.63,71.19,59.66,92.52,38.06,113.63,14.52,0.02,152.33,0.99
19-06-2022 23:00,57.33,87.35,3.29,43.60,52.94,30.12,57.44,12.48,0.01,162.28,2.66
20-06-2022 00:00,46.33,83.31,0.00,26.95,36.52,16.29,42.04,12.62,0.02,111.99,0.74
20-06-2022 01:00,36.50,87.37,0.00,31.11,38.77,20.53,43.29,12.31,0.02,234.32,1.28
20-06-2022 02:00,26.33,85.46,0.67,25.55,33.60,16.85,39.37,12.61,0.02,159.71,1.27
20-06-2022 03:00,22.50,75.18,0.00,9.00,11.16,4.76,14.08,12.69,0.02,201.84,0.95
20-06-2022 04:00,21.17,70.64,1.33,9.46,12.48,5.12,15.79,12.95,0.02,144.06,0.79
20-06-2022 05:00,19.67,69.95,0.67,11.63,16.24,6.96,20.30,13.08,0.02,148.18,0.75
20-06-2022 06:00,15.00,79.36,3.33,17.56,22.41,11.86,26.54,12.43,0.02,253.59,1.11
20-06-2022 07:00,2.83,88.98,4.00,27.84,33.44,19.60,36.78,11.72,0.02,246.43,1.83
20-06-2022 10:00,0.00,92.19,"4,407.51",37.64,43.35,29.67,47.92,11.76,0.38,239.77,0.62
20-06-2022 11:00,0.75,88.55,"25,195.13",30.00,35.78,21.93,39.75,12.82,0.67,239.93,1.67
20-06-2022 12:00,13.50,74.87,"19,006.16",28.20,44.17,17.57,59.82,15.46,0.30,271.69,1.04
20-06-2022 13:00,44.83,73.38,"28,343.38",34.57,47.33,24.34,57.98,16.45,0.20,238.08,0.91
20-06-2022 14:00,89.83,67.72,"48,699.12",36.61,49.53,25.63,58.71,18.81,0.18,221.98,1.06
20-06-2022 15:00,100.00,62.53,"66,598.78",32.98,45.09,21.52,52.79,20.46,0.13,154.89,1.81
20-06-2022 16:00,100.00,54.12,"63,428.89",29.75,47.07,15.09,57.64,21.71,0.05,163.49,1.55
20-06-2022 17:00,100.00,49.50,"44,676.82",31.29,52.37,14.75,66.95,22.98,0.20,195.35,1.37
20-06-2022 18:00,83.00,68.81,"3,194.68",32.48,52.41,16.66,66.03,16.95,0.30,201.07,2.33
20-06-2022 19:00,95.17,68.26,"18,067.04",26.89,37.31,15.03,43.63,16.38,0.42,218.34,1.45
20-06-2022 20:00,99.00,64.44,"9,846.76",26.03,35.07,14.96,40.20,16.57,0.37,211.26,3.09
20-06-2022 21:00,66.17,73.65,"1,021.96",36.49,61.38,17.92,78.56,14.69,0.08,153.68,2.04
20-06-2022 22:00,48.00,69.34,24.54,42.34,80.77,17.80,109.28,14.03,0.02,191.40,2.71
20-06-2022 23:00,36.83,72.43,2.00,27.64,38.25,14.18,43.55,13.42,0.02,201.48,3.73
21-06-2022 00:00,26.00,71.80,1.33,30.42,43.13,15.37,50.27,13.59,0.02,226.74,0.32
21-06-2022 01:00,22.33,74.75,0.67,29.32,38.78,14.94,42.50,12.99,0.02,256.54,2.55
21-06-2022 02:00,21.00,77.22,2.67,30.08,40.19,16.16,44.42,12.73,0.02,248.18,1.09
21-06-2022 03:00,19.33,86.96,1.33,65.00,137.32,26.00,181.62,11.85,0.02,231.79,4.35
21-06-2022 04:00,13.50,94.65,4.00,92.97,202.89,38.98,201.98,10.98,0.02,213.84,3.28
21-06-2022 05:00,1.80,93.20,3.20,44.37,54.50,28.26,58.10,11.06,0.02,259.75,1.52
21-06-2022 10:00,0.00,92.25,"7,433.78",48.06,54.95,34.80,58.22,11.21,0.38,218.72,3.91
21-06-2022 11:00,2.00,83.16,"13,559.45",41.97,52.01,27.91,57.39,12.59,0.44,197.11,1.86
21-06-2022 12:00,30.60,78.27,"36,054.70",41.93,60.24,26.48,74.12,14.90,0.13,137.71,1.03
21-06-2022 13:00,63.67,74.92,"63,594.75",33.33,45.64,18.66,53.43,16.30,0.05,134.78,1.91
21-06-2022 14:00,68.33,67.41,"66,843.63",32.75,49.21,16.70,60.11,18.01,0.07,152.59,1.59
21-06-2022 15:00,94.17,58.66,"65,367.61",31.90,45.30,14.94,50.76,19.29,0.05,149.03,1.84
21-06-2022 16:00,100.00,58.22,"68,807.74",37.81,67.08,17.56,86.28,20.72,0.05,169.03,1.73
21-06-2022 17:00,100.00,56.66,"76,186.80",38.16,66.75,17.13,86.05,20.89,0.05,117.81,2.26
21-06-2022 18:00,100.00,59.98,"22,647.70",37.69,67.41,18.02,88.97,20.55,0.24,235.06,2.48
21-06-2022 19:00,100.00,62.70,"18,002.31",37.74,70.48,18.49,95.31,18.99,0.37,233.98,3.50
21-06-2022 20:00,100.00,54.53,"20,144.96",38.12,72.19,17.16,96.46,19.52,0.16,253.92,4.46
21-06-2022 21:00,99.50,61.04,"5,742.56",37.72,73.11,17.49,99.72,18.38,0.29,258.42,3.60
21-06-2022 22:00,87.33,71.16,242.16,33.41,54.58,17.49,70.53,16.83,0.05,268.35,2.29
21-06-2022 23:00,80.80,71.75,4.00,33.03,58.08,16.80,77.49,16.02,0.02,198.38,1.38
22-06-2022 00:00,72.40,83.32,11.82,37.92,49.71,22.19,56.30,12.31,0.02,144.14,3.29
22-06-2022 01:00,62.67,85.42,2.67,33.07,40.31,19.05,43.80,11.95,0.00,160.42,4.41
22-06-2022 02:00,53.33,87.40,0.67,30.17,36.62,18.08,39.78,11.63,0.00,146.32,0.37
22-06-2022 03:00,45.17,87.01,2.67,28.32,35.00,16.43,38.44,11.87,0.00,294.87,3.24
22-06-2022 04:00,36.00,86.84,1.33,29.71,37.35,16.85,40.83,11.77,0.00,280.67,3.02
22-06-2022 05:00,25.40,84.68,0.80,25.52,32.42,14.20,35.86,11.58,0.00,277.89,2.08
22-06-2022 06:00,22.17,84.19,0.00,19.39,23.58,11.01,26.49,11.68,0.00,300.62,1.63
22-06-2022 07:00,20.83,84.78,2.00,18.64,22.87,10.79,25.95,11.72,0.00,239.32,0.50
22-06-2022 08:00,19.33,82.78,2.00,19.29,24.48,11.42,28.64,11.90,0.00,212.02,0.91
22-06-2022 09:00,14.17,81.93,155.36,29.31,52.25,15.18,74.80,12.29,0.00,174.27,0.74
22-06-2022 10:00,2.50,79.57,"2,486.69",27.10,41.08,15.24,54.82,12.90,0.00,178.35,0.82
22-06-2022 11:00,0.00,80.82,"5,389.65",24.39,31.86,14.17,36.96,12.97,0.24,92.03,0.66
22-06-2022 12:00,0.00,83.40,"9,777.00",27.47,44.68,16.02,60.81,12.87,0.52,149.74,1.14
22-06-2022 13:00,3.67,78.43,"15,514.73",25.42,35.06,13.72,41.76,13.68,0.56,125.67,1.37
22-06-2022 14:00,73.83,72.38,"35,061.80",25.71,34.78,14.78,39.92,15.85,0.06,127.96,1.29
22-06-2022 15:00,100.00,71.33,"42,907.69",28.36,37.20,16.15,41.63,16.58,0.03,118.14,1.97
22-06-2022 16:00,100.00,67.70,"55,989.42",30.87,41.27,17.43,46.66,18.44,0.05,145.12,1.61
